QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NSW,145,Banora Point South,514,37.91,842,62.09,1356,98.4,22,1.6,1378
1,NSW,145,Banora Point West,365,32.3,765,67.7,1130,98.26,20,1.74,1150
1,NSW,139,Baradine,78,14.61,456,85.39,534,98.89,6,1.11,540
1,NSW,149,Barangaroo,623,56.03,489,43.97,1112,98.84,13,1.16,1125
1,NSW,124,Barden Ridge,570,32.97,1159,67.03,1729,99.03,17,0.97,1746
1,NSW,131,Bardia (Macarthur),52,52,48,48,100,99.01,1,0.99,101
1,NSW,153,Bardia (Werriwa),953,51.26,906,48.74,1859,98.26,33,1.74,1892
1,NSW,104,Bardwell Park,444,43.92,567,56.08,1011,98.35,17,1.65,1028
1,NSW,118,Barellan,58,20.07,231,79.93,289,98.97,3,1.03,292
1,NSW,125,Bargo,240,24.95,722,75.05,962,98.06,19,1.94,981
1,NSW,125,Bargo Central,103,19.69,420,80.31,523,99.81,1,0.19,524
1,NSW,118,Barham,139,16.05,727,83.95,866,99.43,5,0.57,871
1,NSW,250,Barmedman,24,18.9,103,81.1,127,100,0,0,127
1,NSW,126,Barnsley,286,27.24,764,72.76,1050,98.59,15,1.41,1065
1,NSW,118,Barooga,119,20.52,461,79.48,580,99.32,4,0.68,584
1,NSW,135,Barraba,185,20.33,725,79.67,910,99.02,9,0.98,919
1,NSW,150,Barrack Heights,302,38.52,482,61.48,784,98,16,2,800
1,NSW,130,Barrington,56,43.41,73,56.59,129,99.23,1,0.77,130
1,NSW,109,Barry,54,28.27,137,71.73,191,100,0,0,191
1,NSW,120,Basin View,193,33.57,382,66.43,575,99.14,5,0.86,580
1,NSW,107,Bass Hill,490,28.69,1218,71.31,1708,96.33,65,3.67,1773
1,NSW,107,Bass Hill Central,156,29.38,375,70.62,531,97.07,16,2.93,547
1,NSW,107,Bass Hill West,610,26.71,1674,73.29,2284,97.15,67,2.85,2351
1,NSW,115,Bateau Bay Central,171,37.34,287,62.66,458,99.35,3,0.65,461
1,NSW,115,Bateau Bay East,884,46.38,1022,53.62,1906,98.65,26,1.35,1932
1,NSW,115,Bateau Bay South,120,49.18,124,50.82,244,98.79,3,1.21,247
1,NSW,120,Batehaven,338,40.19,503,59.81,841,98.48,13,1.52,854
1,NSW,120,Batemans Bay,400,31.55,868,68.45,1268,97.69,30,2.31,1298
1,NSW,120,Batemans Bay PPVC,3373,32.99,6852,67.01,10225,99.11,92,0.89,10317
1,NSW,109,Bathurst,363,39.33,560,60.67,923,97.06,28,2.94,951
